Year,Country of origin,Country of origin (ISO),Continent of Origin,Least Developed Countries (LDC),Land Locked Developing Countries (LLDC),Small Island Developing States (SIDS),Economic Growth (from prior year),Population,% <$1.90 a day,% of Famine,Maternal Mortality (Deaths),Maternal Mortality per 100k,Suicide Mortality per 100k,Life Expectancy (Year),% Male (Pop),% Rural Population,Death Rate (Crude) per 1k,Birth Rate (Crude) Per 1k,Natural Increase (Crude) per 1k,% Crop Production to '14-16 ,Gov Education Budget (% of),Country of asylum,Country of asylum (ISO),Authority,Stage of procedure,Cases / Persons,Recognized decisions,Complementary protection,Rejected decisions,Otherwise closed,Total decisions
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Iceland,ISL,G,FI,P,0,0,14,5,19
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Ireland,IRL,G,FI,P,5,0,26,0,31
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Italy,ITA,G,FI,P,41,874,1034,0,1949
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Kyrgyzstan,KGZ,G,FI,P,10,0,0,0,10
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Liechtenstein,LIE,G,FI,P,0,0,0,5,5
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Lithuania,LTU,G,FI,P,0,0,18,11,29
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Latvia,LVA,G,FI,P,0,0,0,5,5
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Rep. of Moldova,MDA,G,FI,P,0,0,0,11,11
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Malta,MLT,G,FI,P,0,10,32,21,63
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Netherlands,NLD,G,FI,P,0,0,202,16,218
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Norway,NOR,G,FI,P,0,0,26,10,36
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,New Zealand,NZL,G,FI,P,0,0,0,5,5
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Peru,PER,G,FI,P,0,0,5,0,5
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Poland,POL,G,FI,P,11,74,443,89,617
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Portugal,PRT,G,FI,P,0,50,20,35,105
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Romania,ROU,G,FI,P,0,0,15,5,20
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Russian Federation,RUS,G,FI,P,21,0,0,70,91
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Spain,ESP,G,FI,P,73,122,2681,0,2876
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Sweden,SWE,G,FI,P,5,0,348,126,479
2018,Ukraine,UKR,Europe,0,0,0,3.5%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.80,8.70,-6.10,111%,13%,Switzerland,CHE,G,FI,P,10,5,40,36,91
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Argentina,ARG,G,FI,P,10,0,5,30,45
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Belgium,BEL,G,FI,P,16,0,39,17,72
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Belarus,BLR,G,FI,P,0,588,0,14,602
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Brazil,BRA,G,FI,P,5,0,0,0,5
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Canada,CAN,G,FI,P,59,0,36,12,107
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Cyprus,CYP,G,FI,P,0,0,0,5,5
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Czechia,CZE,G,FI,P,5,10,271,147,433
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Denmark,DNK,G,FI,P,0,0,20,0,20
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Estonia,EST,G,FI,P,5,0,10,0,15
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,France,FRA,G,FI,P,50,32,450,79,611
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,5,10,134,48,197
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Georgia,GEO,G,FI,P,0,0,0,11,11
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Greece,GRC,G,FI,P,0,5,71,28,104
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Croatia,HRV,G,FI,P,0,0,5,0,5
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Iceland,ISL,G,FI,P,0,0,24,5,29
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Ireland,IRL,G,FI,P,5,0,13,0,18
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Italy,ITA,G,FI,P,105,387,3515,0,4007
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Kyrgyzstan,KGZ,G,FI,P,5,0,0,0,5
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Lithuania,LTU,G,FI,P,0,0,15,0,15
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Luxembourg,LUX,G,FI,P,0,0,15,0,15
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Latvia,LVA,G,FI,P,0,0,11,0,11
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Rep. of Moldova,MDA,G,FI,P,0,0,5,0,5
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Mexico,MEX,G,FI,P,0,0,0,5,5
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Malta,MLT,G,FI,P,0,0,0,12,12
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Netherlands,NLD,G,FI,P,0,0,48,21,69
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Norway,NOR,G,FI,P,0,0,23,0,23
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,New Zealand,NZL,G,FI,P,0,0,5,0,5
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Poland,POL,G,FI,P,5,11,356,86,458
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Portugal,PRT,G,FI,P,0,13,0,27,40
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Romania,ROU,G,FI,P,0,0,11,12,23
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Russian Federation,RUS,G,FI,P,16,0,0,27,43
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Serbia and Kosovo: S/RES/1244 (1999),SRB,G,FI,P,0,0,0,5,5
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Spain,ESP,G,FI,P,13,56,1024,0,1093
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Slovakia,SVK,G,FI,P,0,0,12,0,12
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Sweden,SWE,G,FI,P,0,0,624,183,807
2019,Ukraine,UKR,Europe,0,0,0,3.2%," 46,509,355 ",0.1%,2.5%,0 ,0 ,22 ,72 ,46%,31%,14.70,8.10,-6.60,113%,13%,Switzerland,CHE,G,FI,P,0,5,29,28,62
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Argentina,ARG,G,FI,P,0,0,5,0,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Australia,AUS,G,FI,P,0,0,28,5,33
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Belgium,BEL,G,FI,P,20,0,60,0,80
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Belarus,BLR,G,FI,P,0,421,10,12,443
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Brazil,BRA,G,FI,P,5,0,0,0,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Canada,CAN,G,FI,P,72,0,10,0,96
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Cyprus,CYP,G,FI,P,0,0,0,11,11
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Czechia,CZE,G,FI,P,0,12,248,132,392
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Denmark,DNK,G,FI,P,0,0,16,0,16
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Finland,FIN,G,FI,P,0,0,10,5,15
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,France,FRA,G,FI,P,40,39,993,72,1144
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,5,13,94,18,130
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Georgia,GEO,G,FI,P,0,0,0,5,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Greece,GRC,G,FI,P,0,5,61,22,88
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Iceland,ISL,G,FI,P,0,0,5,0,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Italy,ITA,G,FI,P,71,279,870,0,1220
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Liechtenstein,LIE,G,FI,P,0,0,0,5,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Lithuania,LTU,G,FI,P,0,0,5,0,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Luxembourg,LUX,G,FI,P,0,0,15,0,15
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Rep. of Moldova,MDA,G,FI,P,0,0,5,0,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Malta,MLT,G,FI,P,0,0,10,11,21
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Netherlands,NLD,G,FI,P,0,5,28,12,45
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Norway,NOR,G,FI,P,0,0,16,0,16
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Poland,POL,G,FI,P,5,18,313,37,373
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Portugal,PRT,G,FI,P,0,5,18,21,45
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Romania,ROU,G,FI,P,0,0,5,0,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Russian Federation,RUS,G,FI,P,10,0,0,27,37
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Spain,ESP,G,FI,P,34,257,2768,0,3059
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Slovakia,SVK,G,FI,P,0,0,0,5,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Slovenia,SVN,G,FI,P,0,0,5,0,5
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Sweden,SWE,G,FI,P,0,0,425,103,528
2020,Ukraine,UKR,Europe,0,0,0,-3.8%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,71 ,46%,30%,15.90,7.80,-8.10,0%,13%,Switzerland,CHE,G,FI,P,5,0,23,15,43
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Argentina,ARG,G,FI,P,5,0,0,0,5
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Armenia,ARM,G,FI,P,0,0,0,5,5
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Belgium,BEL,G,FI,P,35,0,55,0,90
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Belarus,BLR,G,FI,P,0,252,15,16,283
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Canada,CAN,G,FI,P,109,0,16,16,141
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Czechia,CZE,G,FI,P,0,5,278,142,425
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Denmark,DNK,G,FI,P,0,0,13,0,13
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Estonia,EST,G,FI,P,0,0,5,0,5
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Finland,FIN,G,FI,P,0,0,11,0,11
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,France,FRA,G,FI,P,63,57,3224,21,3365
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,United Kingdom of Great Britain and Northern Ireland,GBR,G,FI,P,5,0,63,15,83
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Georgia,GEO,G,FI,P,0,12,0,5,17
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Germany,DEU,G,FI,P,5,24,382,77,488
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Greece,GRC,G,FI,P,0,11,29,21,61
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Ireland,IRL,G,FI,P,0,0,11,0,11
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Italy,ITA,G,FI,P,34,425,252,0,711
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Liechtenstein,LIE,G,FI,P,0,0,0,10,10
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Lithuania,LTU,G,FI,P,0,0,5,0,5
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Latvia,LVA,G,FI,P,0,0,5,0,5
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Rep. of Moldova,MDA,G,FI,P,0,0,5,0,5
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Malta,MLT,G,FI,P,0,0,5,31,36
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Netherlands,NLD,G,FI,P,10,5,34,17,66
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Norway,NOR,G,FI,P,0,0,5,0,5
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Poland,POL,G,FI,P,0,5,472,43,520
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Portugal,PRT,G,FI,P,5,0,25,0,30
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Russian Federation,RUS,G,FI,P,0,0,0,12,12
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Spain,ESP,G,FI,P,331,262,1802,0,2395
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Sweden,SWE,G,FI,P,0,5,430,91,526
2021,Ukraine,UKR,Europe,0,0,0,3.4%," 46,509,355 ",0.1%,2.5%,0 ,0 ,0 ,0 ,46%,30%,0.00,0.00,0.00,0%,0%,Switzerland,CHE,G,FI,P,0,5,17,32,54
2000,Ukraine,UKR,Europe,0,0,0,5.9%," 46,509,355 ",0.1%,2.5%,140 ,35 ,39 ,68 ,47%,33%,15.40,7.80,-7.60,49%,11%,United States of America,USA,G,IN,C,71,0,139,86,296
2001,Ukraine,UKR,Europe,0,0,0,8.8%," 46,509,355 ",0.1%,2.5%,130 ,33 ,37 ,68 ,47%,33%,15.30,7.70,-7.60,55%,13%,United States of America,USA,G,IN,C,87,0,104,52,243
